Cedar Creek Ecosystem Science Reserve
2660 Fawn Lake Dr. NE
Bethel, MN 55005
Office:  763-434-5131
Fax:  763-434-7361
Data URL: http://cbs-cedarcreek.oit.umn.edu/research/data

Experiment Investigators:

Tilman, David 
Reich, Peter
Knope, Johannes
Wedin, David
_________________________________________________________________________

USER AGREEMENT:  As a condition for access to data provided by researchers of the Cedar Creek LTER, I agree to abide by the following code of ethics.

A. I agree to notify the Cedar Creek LTER scientists who gathered data if I would like to use those data in any publication. I acknowledge that these data were gathered by Cedar Creek scientists because they had already perceived the importance of these data for a variety of scientific and societal issues. I will provide them with formal recognition that, at their discretion, may include co-authorship or acknowledgements on publications.

B. I realize that the researchers who gathered these data may be using them for scientific analyses, papers or publications that are currently planned or in preparation, and that such activities have precedence over any that I might wish to prepare. In this case, my preparation of any work may be delayed, at the option of the Cedar Creek researchers involved, until their work is completed.

C. Because it may be possible to misinterpret a data set if it is taken out of context, I will seek the assistance and opinion of those Cedar Creek researchers involved in the design of a study and the collection of the data as I analyze the data. Moreover, I realize that this computer data set is not complete, and it may contain errors. The complete data set includes extensive written documentation, which should be referenced to reduce the chance of errors in data and errors of interpretation.

_________________________________________________________________________


"","Exp","Year","Month","Plot","NumSp","SpNum","AbvBioAnnProd","noh020tot","Field","FieldPlot"
"1789",120,2005,8,224,2,2,68.254,NA,1,"1 224"
"11991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11010",120,1996,8,225,4,4,93.1,0.1701,1,"1 225"
"278",120,1997,8,225,4,4,160.592,0.0785,1,"1 225"
"446",120,1998,8,225,4,4,133.083,0.1112,1,"1 225"
"614",120,1999,8,225,4,4,145.792,0.1885,1,"1 225"
"782",120,2000,8,225,4,4,240.3,NA,1,"1 225"
"1118",120,2001,8,225,4,4,172.842,0.10035,1,"1 225"
"1286",120,2002,8,225,4,4,209.946,0.014,1,"1 225"
"1454",120,2003,8,225,4,4,134.554,NA,1,"1 225"
"1622",120,2004,8,225,4,4,144.715,NA,1,"1 225"
"1790",120,2005,8,225,4,4,110.404,NA,1,"1 225"
"12101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",120,1996,8,227,16,17,106.592,0.1733,1,"1 227"
"279",120,1997,8,227,16,17,137.842,0.0325,1,"1 227"
"447",120,1998,8,227,16,17,338.467,0.0351,1,"1 227"
"615",120,1999,8,227,16,17,337.217,0.0645,1,"1 227"
"783",120,2000,8,227,16,17,399.854,0.1496,1,"1 227"
"1119",120,2001,8,227,16,17,319.305,0.18985,1,"1 227"
"1287",120,2002,8,227,16,17,455.705,0.1062,1,"1 227"
"1455",120,2003,8,227,16,17,421.736,NA,1,"1 227"
"1623",120,2004,8,227,16,17,411.792,NA,1,"1 227"
"1791",120,2005,8,227,16,17,361.062,NA,1,"1 227"
"12211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",120,1996,8,229,4,4,102.742,0.1588,1,"1 229"
"280",120,1997,8,229,4,4,82.5168,0.2005,1,"1 229"
"448",120,1998,8,229,4,4,122.608,0.1615,1,"1 229"
"6161",120,1999,8,229,4,4,135.7,0.1335,1,"1 229"
"784",120,2000,8,229,4,4,219.717,0.0642,1,"1 229"
"1120",120,2001,8,229,4,4,124.796,0.1837,1,"1 229"
"1288",120,2002,8,229,4,4,158.774,0.0513,1,"1 229"
"1456",120,2003,8,229,4,4,97.6805,NA,1,"1 229"
"1624",120,2004,8,229,4,4,114.904,NA,1,"1 229"
"1792",120,2005,8,229,4,4,92.07,NA,1,"1 229"
"12321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",120,1996,8,230,1,1,NA,NA,1,"1 230"
"281",120,1997,8,230,1,1,183.183,NA,1,"1 230"
"449",120,1998,8,230,1,1,113.892,0.2664,1,"1 230"
"617",120,1999,8,230,1,1,115.708,0.2743,1,"1 230"
"785",120,2000,8,230,1,1,161.75,0.1121,1,"1 230"
"1121",120,2001,8,230,1,1,161.94,0.26515,1,"1 230"
"1289",120,2002,8,230,1,1,149.779,0.0929,1,"1 230"
"1457",120,2003,8,230,1,1,95.2168,NA,1,"1 230"
"1625",120,2004,8,230,1,1,97.6125,NA,1,"1 230"
"1793",120,2005,8,230,1,1,148.444,NA,1,"1 230"
"12431",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",120,1996,8,232,8,10,346.933,0.2625,1,"1 232"
"282",120,1997,8,232,8,10,346.008,0.1871,1,"1 232"
"450",120,1998,8,232,8,10,324.358,0.0541,1,"1 232"
"618",120,1999,8,232,8,10,311.754,0.0665,1,"1 232"
"786",120,2000,8,232,8,10,377.408,0.0847,1,"1 232"
"11221",120,2001,8,232,8,10,332.775,0.29575,1,"1 232"
"1290",120,2002,8,232,8,10,686.611,0.0118,1,"1 232"
"1458",120,2003,8,232,8,10,396.163,NA,1,"1 232"
"1626",120,2004,8,232,8,10,483.996,NA,1,"1 232"
"1794",120,2005,8,232,8,10,340.791,NA,1,"1 232"
"12541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",120,1996,8,233,4,4,51.267,0.2074,1,"1 233"
"283",120,1997,8,233,4,4,67.075,0.301,1,"1 233"
"4511",120,1998,8,233,4,4,98.3,0.1173,1,"1 233"
"619",120,1999,8,233,4,4,142.65,0.1228,1,"1 233"
"787",120,2000,8,233,4,4,337.313,0.0324,1,"1 233"
"1123",120,2001,8,233,4,4,265.779,0.19975,1,"1 233"
"1291",120,2002,8,233,4,4,365.551,0.1446,1,"1 233"
"1459",120,2003,8,233,4,4,182.176,NA,1,"1 233"
"1627",120,2004,8,233,4,4,246.676,NA,1,"1 233"
"1795",120,2005,8,233,4,4,186.211,NA,1,"1 233"
"12651",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",120,1996,8,234,2,2,356.75,0.1023,1,"1 234"
"284",120,1997,8,234,2,2,303.275,0.2392,1,"1 234"
"452",120,1998,8,234,2,2,139.392,0.2383,1,"1 234"
"620",120,1999,8,234,2,2,140.467,0.3479,1,"1 234"
"788",120,2000,8,234,2,2,344.233,0.0962,1,"1 234"
"1124",120,2001,8,234,2,2,261.788,0.26235,1,"1 234"
"1292",120,2002,8,234,2,2,350.271,0.0349,1,"1 234"
"1460",120,2003,8,234,2,2,393.859,NA,1,"1 234"
"1628",120,2004,8,234,2,2,407.021,NA,1,"1 234"
"1796",120,2005,8,234,2,2,214.958,NA,1,"1 234"
"12761",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",120,1996,8,235,16,17,149.142,0.0561,1,"1 235"
"285",120,1997,8,235,16,17,171.142,0.1157,1,"1 235"
"453",120,1998,8,235,16,17,354.425,0.0861,1,"1 235"
"621",120,1999,8,235,16,17,363.367,0.0291,1,"1 235"
"789",120,2000,8,235,16,17,402.258,0.0631,1,"1 235"
"1125",120,2001,8,235,16,17,302.288,0.0976,1,"1 235"
"1293",120,2002,8,235,16,17,525.653,0.0689,1,"1 235"
"1461",120,2003,8,235,16,17,480.734,NA,1,"1 235"
"1629",120,2004,8,235,16,17,407.405,NA,1,"1 235"
"1797",120,2005,8,235,16,17,376.942,NA,1,"1 235"
"12871",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",120,1996,8,236,2,2,210.259,0.1092,1,"1 236"
"2861",120,1997,8,236,2,2,226.45,0.1741,1,"1 236"
"454",120,1998,8,236,2,2,438.242,0.0412,1,"1 236"
"622",120,1999,8,236,2,2,200.283,0.0706,1,"1 236"
"790",120,2000,8,236,2,2,265.163,0.0685,1,"1 236"
"1126",120,2001,8,236,2,2,275.265,0.16445,1,"1 236"
"1294",120,2002,8,236,2,2,312.221,0,1,"1 236"
"1462",120,2003,8,236,2,2,293.308,NA,1,"1 236"
"1630",120,2004,8,236,2,2,269.329,NA,1,"1 236"
"1798",120,2005,8,236,2,2,300.846,NA,1,"1 236"
"1298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",120,1996,8,237,1,1,26.208,0.3288,1,"1 237"
"287",120,1997,8,237,1,1,33.4583,0.8523,1,"1 237"
"455",120,1998,8,237,1,1,56.625,0.1194,1,"1 237"
"623",120,1999,8,237,1,1,36.6,0.0915,1,"1 237"
"791",120,2000,8,237,1,1,62.5374,0.096,1,"1 237"
"1127",120,2001,8,237,1,1,73.29,0.1796,1,"1 237"
"1295",120,2002,8,237,1,1,100.367,0.0707,1,"1 237"
"1463",120,2003,8,237,1,1,62.504,NA,1,"1 237"
"1631",120,2004,8,237,1,1,58.3623,NA,1,"1 237"
"1799",120,2005,8,237,1,1,44.438,NA,1,"1 237"
"1309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",120,1996,8,239,16,17,273.792,0.4279,1,"1 239"
"288",120,1997,8,239,16,17,268.291,0.2488,1,"1 239"
"456",120,1998,8,239,16,17,359.425,0.1715,1,"1 239"
"624",120,1999,8,239,16,17,339.783,0.092,1,"1 239"
"7921",120,2000,8,239,16,17,350.629,0.2199,1,"1 239"
"1128",120,2001,8,239,16,17,324.337,0.15275,1,"1 239"
"1296",120,2002,8,239,16,17,447.104,0.1041,1,"1 239"
"1464",120,2003,8,239,16,17,855.346,NA,1,"1 239"
"1632",120,2004,8,239,16,17,474.264,NA,1,"1 239"
"1800",120,2005,8,239,16,17,473.208,NA,1,"1 239"
"1320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12110",120,1996,8,242,16,17,96.217,0.1975,1,"1 242"
"289",120,1997,8,242,16,17,184.717,0.2422,1,"1 242"
"457",120,1998,8,242,16,17,159.608,0.2454,1,"1 242"
"625",120,1999,8,242,16,17,187.813,0.0664,1,"1 242"
"793",120,2000,8,242,16,17,223.496,0.0888,1,"1 242"
"1129",120,2001,8,242,16,17,261.183,0.1251,1,"1 242"
"1297",120,2002,8,242,16,17,309.413,0.0431,1,"1 242"
"1465",120,2003,8,242,16,17,354.53,NA,1,"1 242"
"1633",120,2004,8,242,16,17,346.683,NA,1,"1 242"
"1801",120,2005,8,242,16,17,321.586,NA,1,"1 242"
"1331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",120,1996,8,253,16,17,102.617,0.2036,1,"1 253"
"290",120,1997,8,253,16,17,88.5833,0.3092,1,"1 253"
"458",120,1998,8,253,16,17,377.775,0.2309,1,"1 253"
"626",120,1999,8,253,16,17,238.525,0.1838,1,"1 253"
"794",120,2000,8,253,16,17,251.375,0.2521,1,"1 253"
"1130",120,2001,8,253,16,17,279.221,0.0887,1,"1 253"
"12981",120,2002,8,253,16,17,415.394,0.0906,1,"1 253"
"1466",120,2003,8,253,16,17,305.82,NA,1,"1 253"
"1634",120,2004,8,253,16,17,372.036,NA,1,"1 253"
"1802",120,2005,8,253,16,17,328.328,NA,1,"1 253"
"1342",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",120,1996,8,255,1,1,30.592,0.4408,1,"1 255"
"291",120,1997,8,255,1,1,21.3083,1.5838,1,"1 255"
"459",120,1998,8,255,1,1,44.65,0.2771,1,"1 255"
"6271",120,1999,8,255,1,1,28.45,0.2866,1,"1 255"
"795",120,2000,8,255,1,1,110.001,0.2739,1,"1 255"
"1131",120,2001,8,255,1,1,40.8985,0.18985,1,"1 255"
"1299",120,2002,8,255,1,1,66.2378,0.0985,1,"1 255"
"1467",120,2003,8,255,1,1,175.975,NA,1,"1 255"
"1635",120,2004,8,255,1,1,103.257,NA,1,"1 255"
"1803",120,2005,8,255,1,1,181.38,NA,1,"1 255"
"13531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",120,1996,8,256,1,1,31.183,0.3561,1,"1 256"
"292",120,1997,8,256,1,1,55.8417,0.2039,1,"1 256"
"460",120,1998,8,256,1,1,55.5167,0.0994,1,"1 256"
"628",120,1999,8,256,1,1,36.1667,0.1545,1,"1 256"
"796",120,2000,8,256,1,1,37.5958,0.1579,1,"1 256"
"1132",120,2001,8,256,1,1,76.183,0.0985,1,"1 256"
"1300",120,2002,8,256,1,1,94.9167,0.1243,1,"1 256"
"1468",120,2003,8,256,1,1,79.2007,NA,1,"1 256"
"1636",120,2004,8,256,1,1,43.2428,NA,1,"1 256"
"1804",120,2005,8,256,1,1,45.757,NA,1,"1 256"
"13641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",120,1996,8,257,16,17,193.067,0.1706,1,"1 257"
"293",120,1997,8,257,16,17,222.358,0.1055,1,"1 257"
"461",120,1998,8,257,16,17,284.683,0.0161,1,"1 257"
"629",120,1999,8,257,16,17,512.925,0.065,1,"1 257"
"797",120,2000,8,257,16,17,354.271,0.0816,1,"1 257"
"11331",120,2001,8,257,16,17,468.003,0.08505,1,"1 257"
"1301",120,2002,8,257,16,17,568.405,0,1,"1 257"
"1469",120,2003,8,257,16,17,582.775,NA,1,"1 257"
"1637",120,2004,8,257,16,17,362.143,NA,1,"1 257"
"1805",120,2005,8,257,16,17,363.219,NA,1,"1 257"
"13751",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",120,1996,8,259,2,2,229.592,0.1202,1,"1 259"
"294",120,1997,8,259,2,2,297.558,0.0148,1,"1 259"
"4621",120,1998,8,259,2,2,359.783,0.033,1,"1 259"
"630",120,1999,8,259,2,2,368.117,0.0038,1,"1 259"
"798",120,2000,8,259,2,2,277.792,0.0332,1,"1 259"
"1134",120,2001,8,259,2,2,192.317,0.10295,1,"1 259"
"1302",120,2002,8,259,2,2,290.183,0.0211,1,"1 259"
"1470",120,2003,8,259,2,2,234.094,NA,1,"1 259"
"1638",120,2004,8,259,2,2,282.354,NA,1,"1 259"
"1806",120,2005,8,259,2,2,265.945,NA,1,"1 259"
"13861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",120,1996,8,265,1,1,114.55,0.3484,1,"1 265"
"295",120,1997,8,265,1,1,219.667,0.5833,1,"1 265"
"463",120,1998,8,265,1,1,147.425,1.0836,1,"1 265"
"631",120,1999,8,265,1,1,144.583,1.9753,1,"1 265"
"799",120,2000,8,265,1,1,141.012,0.1114,1,"1 265"
"1135",120,2001,8,265,1,1,146.642,0.1482,1,"1 265"
"1303",120,2002,8,265,1,1,206.581,0.1011,1,"1 265"
"1471",120,2003,8,265,1,1,254.679,NA,1,"1 265"
"1639",120,2004,8,265,1,1,174.475,NA,1,"1 265"
"1807",120,2005,8,265,1,1,157.796,NA,1,"1 265"
"13971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",120,1996,8,266,8,9,102.008,0.2442,1,"1 266"
"296",120,1997,8,266,8,9,204.45,0.1817,1,"1 266"
"464",120,1998,8,266,8,9,115.033,0.0418,1,"1 266"
"632",120,1999,8,266,8,9,167.458,0.1423,1,"1 266"
"800",120,2000,8,266,8,9,239.55,0.0676,1,"1 266"
"1136",120,2001,8,266,8,9,148.396,0.1784,1,"1 266"
"1304",120,2002,8,266,8,9,313.159,0.057,1,"1 266"
"1472",120,2003,8,266,8,9,190.692,NA,1,"1 266"
"1640",120,2004,8,266,8,9,202.137,NA,1,"1 266"
"1808",120,2005,8,266,8,9,198.196,NA,1,"1 266"
"14081",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",120,1996,8,267,1,1,96.734,0.2356,1,"1 267"
"2971",120,1997,8,267,1,1,128.442,0.1999,1,"1 267"
"465",120,1998,8,267,1,1,175.633,0.2854,1,"1 267"
"633",120,1999,8,267,1,1,157.527,0.5656,1,"1 267"
"801",120,2000,8,267,1,1,224.479,0.1357,1,"1 267"
"1137",120,2001,8,267,1,1,259.125,0.434,1,"1 267"
"1305",120,2002,8,267,1,1,215.1,0.0786,1,"1 267"
"1473",120,2003,8,267,1,1,195.6,NA,1,"1 267"
"1641",120,2004,8,267,1,1,215.208,NA,1,"1 267"
"1809",120,2005,8,267,1,1,297.982,NA,1,"1 267"
"14191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",120,1996,8,268,1,1,89.525,0.8153,1,"1 268"
"298",120,1997,8,268,1,1,108.875,0.1903,1,"1 268"
"466",120,1998,8,268,1,1,168.283,0.1119,1,"1 268"
"634",120,1999,8,268,1,1,61.8517,0.1058,1,"1 268"
"802",120,2000,8,268,1,1,93.596,0.0822,1,"1 268"
"1138",120,2001,8,268,1,1,102.25,0.45715,1,"1 268"
"1306",120,2002,8,268,1,1,113.778,0.1763,1,"1 268"
"1474",120,2003,8,268,1,1,86.154,NA,1,"1 268"
"1642",120,2004,8,268,1,1,89.4058,NA,1,"1 268"
"1810",120,2005,8,268,1,1,98.783,NA,1,"1 268"
"14301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",120,1996,8,272,2,3,9.7,0.2481,1,"1 272"
"299",120,1997,8,272,2,3,58.9,0.2744,1,"1 272"
"467",120,1998,8,272,2,3,61.625,0.1731,1,"1 272"
"635",120,1999,8,272,2,3,105.193,0.3859,1,"1 272"
"8031",120,2000,8,272,2,3,163.1,0.2261,1,"1 272"
"1139",120,2001,8,272,2,3,177.7,0.2758,1,"1 272"
"1307",120,2002,8,272,2,3,192.452,0.0811,1,"1 272"
"1475",120,2003,8,272,2,3,313.603,NA,1,"1 272"
"1643",120,2004,8,272,2,3,327.875,NA,1,"1 272"
"1811",120,2005,8,272,2,3,339.451,NA,1,"1 272"
"14411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13210",120,1996,8,273,16,17,489.442,0.2389,1,"1 273"
"300",120,1997,8,273,16,17,371.767,0.0614,1,"1 273"
"468",120,1998,8,273,16,17,414.917,0.0109,1,"1 273"
"636",120,1999,8,273,16,17,486.635,0.0463,1,"1 273"
"804",120,2000,8,273,16,17,682.284,0.1254,1,"1 273"
"1140",120,2001,8,273,16,17,552.333,0.38115,1,"1 273"
"1308",120,2002,8,273,16,17,593.892,0.0188,1,"1 273"
"1476",120,2003,8,273,16,17,504.477,NA,1,"1 273"
"1644",120,2004,8,273,16,17,494.457,NA,1,"1 273"
"1812",120,2005,8,273,16,17,585.256,NA,1,"1 273"
"14521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",120,1996,8,278,2,2,68.808,0.1111,1,"1 278"
"301",120,1997,8,278,2,2,169.683,0.201,1,"1 278"
"469",120,1998,8,278,2,2,68.9083,0.1072,1,"1 278"
"637",120,1999,8,278,2,2,83.8917,0.1265,1,"1 278"
"805",120,2000,8,278,2,2,87.5874,0.0914,1,"1 278"
"1141",120,2001,8,278,2,2,82.179,0.18605,1,"1 278"
"13091",120,2002,8,278,2,2,119.002,0.0649,1,"1 278"
"1477",120,2003,8,278,2,2,59.3535,NA,1,"1 278"
"1645",120,2004,8,278,2,2,56.679,NA,1,"1 278"
"1813",120,2005,8,278,2,2,46.283,NA,1,"1 278"
"14631",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",120,1996,8,280,1,1,97.542,0.1873,1,"1 280"
"302",120,1997,8,280,1,1,72.25,0.2826,1,"1 280"
"470",120,1998,8,280,1,1,134.825,0.1782,1,"1 280"
"6381",120,1999,8,280,1,1,80.1575,0.1703,1,"1 280"
"806",120,2000,8,280,1,1,58.625,0.1949,1,"1 280"
"1142",120,2001,8,280,1,1,88.4085,0.3428,1,"1 280"
"1310",120,2002,8,280,1,1,149.149,0.0507,1,"1 280"
"1478",120,2003,8,280,1,1,52.0375,NA,1,"1 280"
"1646",120,2004,8,280,1,1,69.118,NA,1,"1 280"
"1814",120,2005,8,280,1,1,68.669,NA,1,"1 280"
"14741",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",120,1996,8,282,1,1,185.633,0.1786,1,"1 282"
"303",120,1997,8,282,1,1,133.708,0.112,1,"1 282"
"471",120,1998,8,282,1,1,112.85,0.0334,1,"1 282"
"639",120,1999,8,282,1,1,77.0592,0.2794,1,"1 282"
"807",120,2000,8,282,1,1,94.7544,0.1802,1,"1 282"
"1143",120,2001,8,282,1,1,85.388,0.17205,1,"1 282"
"1311",120,2002,8,282,1,1,109.394,0.1037,1,"1 282"
"1479",120,2003,8,282,1,1,72.4368,NA,1,"1 282"
"1647",120,2004,8,282,1,1,71.9373,NA,1,"1 282"
"1815",120,2005,8,282,1,1,55.906,NA,1,"1 282"
"1485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",120,1996,8,283,8,8,133.642,0.268,1,"1 283"
"304",120,1997,8,283,8,8,164.833,0.065,1,"1 283"
"472",120,1998,8,283,8,8,158.317,0,1,"1 283"
"640",120,1999,8,283,8,8,160.433,0.0287,1,"1 283"
"808",120,2000,8,283,8,8,97.0918,0.1471,1,"1 283"
"11441",120,2001,8,283,8,8,85.4737,0.0964,1,"1 283"
"1312",120,2002,8,283,8,8,99.6333,0.0945,1,"1 283"
"1480",120,2003,8,283,8,8,116.95,NA,1,"1 283"
"1648",120,2004,8,283,8,8,64.8582,NA,1,"1 283"
"1816",120,2005,8,283,8,8,63.406,NA,1,"1 283"
"1496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",120,1996,8,286,4,4,191.842,0.2452,1,"1 286"
"305",120,1997,8,286,4,4,245.725,0.0797,1,"1 286"
"4731",120,1998,8,286,4,4,235.467,0.0603,1,"1 286"
"641",120,1999,8,286,4,4,228.617,0.027,1,"1 286"
"809",120,2000,8,286,4,4,146.838,0.1084,1,"1 286"
"1145",120,2001,8,286,4,4,154.509,0.134,1,"1 286"
"1313",120,2002,8,286,4,4,206.772,0.2956,1,"1 286"
"1481",120,2003,8,286,4,4,133.071,NA,1,"1 286"
"1649",120,2004,8,286,4,4,165.195,NA,1,"1 286"
"1817",120,2005,8,286,4,4,142.308,NA,1,"1 286"
"1507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",120,1996,8,287,4,5,139.65,0.1885,1,"1 287"
"306",120,1997,8,287,4,5,118.775,0.2261,1,"1 287"
"474",120,1998,8,287,4,5,167.183,0.1159,1,"1 287"
"642",120,1999,8,287,4,5,122.268,0.1728,1,"1 287"
"810",120,2000,8,287,4,5,81.3542,0.0797,1,"1 287"
"1146",120,2001,8,287,4,5,85.3375,0.08415,1,"1 287"
"1314",120,2002,8,287,4,5,121.769,0.0545,1,"1 287"
"1482",120,2003,8,287,4,5,99.008,NA,1,"1 287"
"1650",120,2004,8,287,4,5,72.7622,NA,1,"1 287"
"1818",120,2005,8,287,4,5,40.347,NA,1,"1 287"
"15181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",120,1996,8,290,1,2,27.683,0.4116,1,"1 290"
"307",120,1997,8,290,1,2,43.2835,0.3704,1,"1 290"
"475",120,1998,8,290,1,2,205.25,0.145,1,"1 290"
"643",120,1999,8,290,1,2,213.558,0.0059,1,"1 290"
"811",120,2000,8,290,1,2,173.15,0.0824,1,"1 290"
"1147",120,2001,8,290,1,2,120.446,0.1286,1,"1 290"
"1315",120,2002,8,290,1,2,210.425,0.058,1,"1 290"
"1483",120,2003,8,290,1,2,364.674,NA,1,"1 290"
"1651",120,2004,8,290,1,2,190.754,NA,1,"1 290"
"1819",120,2005,8,290,1,2,95.69,NA,1,"1 290"
"15291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",120,1996,8,291,1,1,28.317,0.4894,1,"1 291"
"3081",120,1997,8,291,1,1,131.892,0.5337,1,"1 291"
"476",120,1998,8,291,1,1,112.925,0.4917,1,"1 291"
"644",120,1999,8,291,1,1,205.967,0.3939,1,"1 291"
"812",120,2000,8,291,1,1,89.6375,0.2318,1,"1 291"
"1148",120,2001,8,291,1,1,129.305,0.3028,1,"1 291"
"1316",120,2002,8,291,1,1,175.003,0.2685,1,"1 291"
"1484",120,2003,8,291,1,1,154.688,NA,1,"1 291"
"1652",120,2004,8,291,1,1,93.529,NA,1,"1 291"
"1820",120,2005,8,291,1,1,53.058,NA,1,"1 291"
"15401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",120,1996,8,292,8,9,163.175,0.2815,1,"1 292"
"309",120,1997,8,292,8,9,354.291,0.208,1,"1 292"
"477",120,1998,8,292,8,9,325.542,0.0714,1,"1 292"
"645",120,1999,8,292,8,9,434.592,0.0497,1,"1 292"
"813",120,2000,8,292,8,9,309.262,0.1594,1,"1 292"
"1149",120,2001,8,292,8,9,377.634,0.26675,1,"1 292"
"1317",120,2002,8,292,8,9,430.893,0.1031,1,"1 292"
"14851",120,2003,8,292,8,9,343.679,NA,1,"1 292"
"1653",120,2004,8,292,8,9,388.075,NA,1,"1 292"
"1821",120,2005,8,292,8,9,493.859,NA,1,"1 292"
"15511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",120,1996,8,293,8,8,220.875,0.3266,1,"1 293"
"310",120,1997,8,293,8,8,230.425,0.0423,1,"1 293"
"478",120,1998,8,293,8,8,373.5,0.0269,1,"1 293"
"646",120,1999,8,293,8,8,452.767,0.027,1,"1 293"
"8141",120,2000,8,293,8,8,357.788,0.2458,1,"1 293"
"1150",120,2001,8,293,8,8,329.056,0.1823,1,"1 293"
"1318",120,2002,8,293,8,8,490.356,0.1445,1,"1 293"
"1486",120,2003,8,293,8,8,386.946,NA,1,"1 293"
"1654",120,2004,8,293,8,8,451.569,NA,1,"1 293"
"1822",120,2005,8,293,8,8,300.348,NA,1,"1 293"
"15621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14310",120,1996,8,296,1,1,41.775,0.3781,1,"1 296"
"311",120,1997,8,296,1,1,39.325,1.2404,1,"1 296"
"479",120,1998,8,296,1,1,18.3833,0.5997,1,"1 296"
"647",120,1999,8,296,1,1,97.025,0.2256,1,"1 296"
"815",120,2000,8,296,1,1,9.93737,0.0963,1,"1 296"
"1151",120,2001,8,296,1,1,468.154,0.2148,1,"1 296"
"1319",120,2002,8,296,1,1,156.202,0.0536,1,"1 296"
"1487",120,2003,8,296,1,1,326.061,NA,1,"1 296"
"1655",120,2004,8,296,1,1,457.286,NA,1,"1 296"
"1823",120,2005,8,296,1,1,447.275,NA,1,"1 296"
"15731",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",120,1996,8,299,16,17,144.95,0.1477,1,"1 299"
"312",120,1997,8,299,16,17,200.967,0.215,1,"1 299"
"480",120,1998,8,299,16,17,277.675,0.0205,1,"1 299"
"648",120,1999,8,299,16,17,368.651,0.0236,1,"1 299"
"816",120,2000,8,299,16,17,354.146,0.0421,1,"1 299"
"1152",120,2001,8,299,16,17,320.779,0.5609,1,"1 299"
"13201",120,2002,8,299,16,17,394.113,0.0496,1,"1 299"
"1488",120,2003,8,299,16,17,386.313,NA,1,"1 299"
"1656",120,2004,8,299,16,17,442.56,NA,1,"1 299"
"1824",120,2005,8,299,16,17,394.131,NA,1,"1 299"
"15841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",120,1996,8,300,2,2,230.958,0.3301,1,"1 300"
"313",120,1997,8,300,2,2,370.6,0.1524,1,"1 300"
"481",120,1998,8,300,2,2,495.025,0.0144,1,"1 300"
"6491",120,1999,8,300,2,2,277.275,0.0998,1,"1 300"
"817",120,2000,8,300,2,2,369.7,0.0728,1,"1 300"
"1153",120,2001,8,300,2,2,314.621,0.4111,1,"1 300"
"1321",120,2002,8,300,2,2,423.312,0.0624,1,"1 300"
"1489",120,2003,8,300,2,2,342.354,NA,1,"1 300"
"1657",120,2004,8,300,2,2,426.142,NA,1,"1 300"
"1825",120,2005,8,300,2,2,304.317,NA,1,"1 300"
"15951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",120,1996,8,301,16,17,171.55,0.4448,1,"1 301"
"314",120,1997,8,301,16,17,147.708,0.4687,1,"1 301"
"482",120,1998,8,301,16,17,212.242,0.0387,1,"1 301"
"650",120,1999,8,301,16,17,218.933,0.1599,1,"1 301"
"818",120,2000,8,301,16,17,295.487,0.09,1,"1 301"
