Cedar Creek Ecosystem Science Reserve
2660 Fawn Lake Dr. NE
Bethel, MN 55005
Office:  763-434-5131
Fax:  763-434-7361
Data URL: http://cbs-cedarcreek.oit.umn.edu/research/data

Experiment Investigators:

Tilman, David 
_________________________________________________________________________

USER AGREEMENT:  As a condition for access to data provided by researchers of the Cedar Creek LTER, I agree to abide by the following code of ethics.

A. I agree to notify the Cedar Creek LTER scientists who gathered data if I would like to use those data in any publication. I acknowledge that these data were gathered by Cedar Creek scientists because they had already perceived the importance of these data for a variety of scientific and societal issues. I will provide them with formal recognition that, at their discretion, may include co-authorship or acknowledgements on publications.

B. I realize that the researchers who gathered these data may be using them for scientific analyses, papers or publications that are currently planned or in preparation, and that such activities have precedence over any that I might wish to prepare. In this case, my preparation of any work may be delayed, at the option of the Cedar Creek researchers involved, until their work is completed.

C. Because it may be possible to misinterpret a data set if it is taken out of context, I will seek the assistance and opinion of those Cedar Creek researchers involved in the design of a study and the collection of the data as I analyze the data. Moreover, I realize that this computer data set is not complete, and it may contain errors. The complete data set includes extensive written documentation, which should be referenced to reduce the chance of errors in data and errors of interpretation.

_________________________________________________________________________


"index","Exp","Year","OldField","Plot","Transect","YearAb","Agropyron repens","Schizachyrium scoparium","Miscellaneous litter","precipmm","FieldPlot"
"1995 5 1 Y",54,1995,"5",1,"Y",1947,23.6,0,471.3,440.436,"5 1"
"1996 5 1 Y",54,1996,"5",1,"Y",1947,25,0,399.333,325.628,"5 1"
"1997 5 1 Y",54,1997,"5",1,"Y",1947,41.633,0,118.3,408.178,"5 1"
"1998 5 1 Y",54,1998,"5",1,"Y",1947,15.4,95.7,738.4,263.144,"5 1"
"1999 5 1 Y",54,1999,"5",1,"Y",1947,51.6,0,272.1,369.062,"5 1"
"2000 5 1 Y",54,2000,"5",1,"Y",1947,10.9,0,170.333,255.016,"5 1"
"2001 5 1 Y",54,2001,"5",1,"Y",1947,55.033,0,297.567,248.92,"5 1"
"2002 5 1 Y",54,2002,"5",1,"Y",1947,6.6,0,99.033,439.42,"5 1"
"2003 5 1 Y",54,2003,"5",1,"Y",1947,79.8333,0,232.867,229.616,"5 1"
"2004 5 1 Y",54,2004,"5",1,"Y",1947,54.3333,0,511,239.014,"5 1"
"2005 5 1 Y",54,2005,"5",1,"Y",1947,89.067,1,278.2,285.242,"5 1"
"2006 5 1 Y",54,2006,"5",1,"Y",1947,35.6,3.033,220.533,251.46,"5 1"
"2007 5 1 Y",54,2007,"5",1,"Y",1947,26.33,0,133.03,236.22,"5 1"
"2008 5 1 Y",54,2008,"5",1,"Y",1947,26.7,0,76.27,188.722,"5 1"
"2009 5 1 Y",54,2009,"5",1,"Y",1947,48.47,0,9.97,322.326,"5 1"
"2010 5 1 Y",54,2010,"5",1,"Y",1947,55.9,0,39.57,367.792,"5 1"
"2011 5 1 Y",54,2011,"5",1,"Y",1947,85.7,5.5,13.9,440.69,"5 1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988 5 2 W",54,1988,"5",2,"W",1947,25.833,0,378.633,210.312,"5 2"
"1989 5 2 W",54,1989,"5",2,"W",1947,45.497,0,273.767,256.54,"5 2"
"1990 5 2 W",54,1990,"5",2,"W",1947,38.167,0,385.433,585.47,"5 2"
"1991 5 2 W",54,1991,"5",2,"W",1947,67.133,0,408.7,359.156,"5 2"
"1992 5 2 W",54,1992,"5",2,"W",1947,28.667,0,525.6,297.434,"5 2"
"1993 5 2 W",54,1993,"5",2,"W",1947,50.167,0,324.967,531.876,"5 2"
"1994 5 2 W",54,1994,"5",2,"W",1947,21.507,0.064,294.767,314.96,"5 2"
"1995 5 2 W",54,1995,"5",2,"W",1947,58.867,0.045,465.333,440.436,"5 2"
"1996 5 2 W",54,1996,"5",2,"W",1947,52.233,0,1053.2,325.628,"5 2"
"1997 5 2 W",54,1997,"5",2,"W",1947,49.933,0,425,408.178,"5 2"
"1998 5 2 W",54,1998,"5",2,"W",1947,23.733,45.533,379.5,263.144,"5 2"
"1999 5 2 W",54,1999,"5",2,"W",1947,68.233,1.1,339.233,369.062,"5 2"
"2000 5 2 W",54,2000,"5",2,"W",1947,59.733,0,338.833,255.016,"5 2"
"2001 5 2 W",54,2001,"5",2,"W",1947,62.3,0,209.667,248.92,"5 2"
"2002 5 2 W",54,2002,"5",2,"W",1947,99.2,0,192.3,439.42,"5 2"
"2003 5 2 W",54,2003,"5",2,"W",1947,84.6,0,202.233,229.616,"5 2"
"2004 5 2 W",54,2004,"5",2,"W",1947,52.6667,0,208.3,239.014,"5 2"
"2005 5 2 W",54,2005,"5",2,"W",1947,104.367,11.067,270.8,285.242,"5 2"
"2006 5 2 W",54,2006,"5",2,"W",1947,48.367,1.567,154.967,251.46,"5 2"
"2007 5 2 W",54,2007,"5",2,"W",1947,30.1,0.1,187.53,236.22,"5 2"
"2008 5 2 W",54,2008,"5",2,"W",1947,16.47,0.05,86.55,188.722,"5 2"
"2009 5 2 W",54,2009,"5",2,"W",1947,29.53,0,36.47,322.326,"5 2"
"2010 5 2 W",54,2010,"5",2,"W",1947,63.1,0,133.43,367.792,"5 2"
"2011 5 2 W",54,2011,"5",2,"W",1947,63.93,0.03,9.53,440.69,"5 2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988 5 3 R",54,1988,"5",3,"R",1947,5.033,0,246.533,210.312,"5 3"
"1989 5 3 R",54,1989,"5",3,"R",1947,20.22,0,126.767,256.54,"5 3"
"1990 5 3 R",54,1990,"5",3,"R",1947,14.6,0,229.233,585.47,"5 3"
"1991 5 3 R",54,1991,"5",3,"R",1947,24.573,0,235.633,359.156,"5 3"
"1992 5 3 R",54,1992,"5",3,"R",1947,10.333,0,171.133,297.434,"5 3"
"1993 5 3 R",54,1993,"5",3,"R",1947,9,0.867,211.833,531.876,"5 3"
"1994 5 3 R",54,1994,"5",3,"R",1947,9.633,0,220.4,314.96,"5 3"
"1995 5 3 R",54,1995,"5",3,"R",1947,16.133,0,397.233,440.436,"5 3"
"1996 5 3 R",54,1996,"5",3,"R",1947,18,5.167,227.967,325.628,"5 3"
"1997 5 3 R",54,1997,"5",3,"R",1947,19.167,48.2,195.3,408.178,"5 3"
"1998 5 3 R",54,1998,"5",3,"R",1947,63.133,0,357,263.144,"5 3"
"1999 5 3 R",54,1999,"5",3,"R",1947,17.133,65.033,354.533,369.062,"5 3"
"2000 5 3 R",54,2000,"5",3,"R",1947,11.467,12.633,374.567,255.016,"5 3"
"2001 5 3 R",54,2001,"5",3,"R",1947,20.3,86.8,282.8,248.92,"5 3"
"2002 5 3 R",54,2002,"5",3,"R",1947,17.2,38.1,215.867,439.42,"5 3"
"2003 5 3 R",54,2003,"5",3,"R",1947,23.2333,45.2,267.267,229.616,"5 3"
"2004 5 3 R",54,2004,"5",3,"R",1947,13.7667,6.73333,99.9,239.014,"5 3"
"2005 5 3 R",54,2005,"5",3,"R",1947,57.3,15.833,248.567,285.242,"5 3"
"2006 5 3 R",54,2006,"5",3,"R",1947,39.533,31.733,190.9,251.46,"5 3"
"2007 5 3 R",54,2007,"5",3,"R",1947,10.17,40.3,276.7,236.22,"5 3"
"2008 5 3 R",54,2008,"5",3,"R",1947,14.75,11.38,130.42,188.722,"5 3"
"2009 5 3 R",54,2009,"5",3,"R",1947,9.53,17.43,103.63,322.326,"5 3"
"2010 5 3 R",54,2010,"5",3,"R",1947,4.83,109.03,38.47,367.792,"5 3"
"2011 5 3 R",54,2011,"5",3,"R",1947,16.13,73.93,71.6,440.69,"5 3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988 5 4 G",54,1988,"5",4,"G",1947,6.867,0,473.533,210.312,"5 4"
"1989 5 4 G",54,1989,"5",4,"G",1947,7.033,0,164.167,256.54,"5 4"
"1990 5 4 G",54,1990,"5",4,"G",1947,5.267,8.733,174.6,585.47,"5 4"
"1991 5 4 G",54,1991,"5",4,"G",1947,5.907,1.727,286.6,359.156,"5 4"
"1992 5 4 G",54,1992,"5",4,"G",1947,17.867,87.7,356.133,297.434,"5 4"
"1993 5 4 G",54,1993,"5",4,"G",1947,6.233,22.933,412.567,531.876,"5 4"
"1994 5 4 G",54,1994,"5",4,"G",1947,11.223,90.2,560.5,314.96,"5 4"
"1995 5 4 G",54,1995,"5",4,"G",1947,17.1,115.533,543.167,440.436,"5 4"
"1996 5 4 G",54,1996,"5",4,"G",1947,25.833,49.367,389.567,325.628,"5 4"
"1997 5 4 G",54,1997,"5",4,"G",1947,4.7,84.5,253.233,408.178,"5 4"
"1998 5 4 G",54,1998,"5",4,"G",1947,50.367,48.8,291.8,263.144,"5 4"
"1999 5 4 G",54,1999,"5",4,"G",1947,25.833,86.5,443.467,369.062,"5 4"
"2000 5 4 G",54,2000,"5",4,"G",1947,32.533,45.033,365.533,255.016,"5 4"
"2001 5 4 G",54,2001,"5",4,"G",1947,10.967,54.6,417.1,248.92,"5 4"
"2002 5 4 G",54,2002,"5",4,"G",1947,21,23.033,173,439.42,"5 4"
"2003 5 4 G",54,2003,"5",4,"G",1947,24.4333,40.1,289,229.616,"5 4"
"2004 5 4 G",54,2004,"5",4,"G",1947,25.1333,41.4667,234.667,239.014,"5 4"
"2005 5 4 G",54,2005,"5",4,"G",1947,34.4,29.567,115.933,285.242,"5 4"
"2006 5 4 G",54,2006,"5",4,"G",1947,31.2,25.033,130.833,251.46,"5 4"
"2007 5 4 G",54,2007,"5",4,"G",1947,8.5,13.23,219.7,236.22,"5 4"
"2008 5 4 G",54,2008,"5",4,"G",1947,10.17,10.72,86.97,188.722,"5 4"
"2009 5 4 G",54,2009,"5",4,"G",1947,12.13,41.17,121.5,322.326,"5 4"
"2010 5 4 G",54,2010,"5",4,"G",1947,12.87,96.1,433.67,367.792,"5 4"
"2011 5 4 G",54,2011,"5",4,"G",1947,28.83,76.3,129.1,440.69,"5 4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988 53 1 Y",54,1988,"53",1,"Y",1961,14.2,0,489.867,210.312,"53 1"
"1989 53 1 Y",54,1989,"53",1,"Y",1961,50.333,0,292.733,256.54,"53 1"
"1990 53 1 Y",54,1990,"53",1,"Y",1961,26.82,0,350.4,585.47,"53 1"
"1991 53 1 Y",54,1991,"53",1,"Y",1961,41.707,0,285.2,359.156,"53 1"
"1992 53 1 Y",54,1992,"53",1,"Y",1961,24.9,0,451.667,297.434,"53 1"
"1993 53 1 Y",54,1993,"53",1,"Y",1961,23.467,0,174.3,531.876,"53 1"
"1994 53 1 Y",54,1994,"53",1,"Y",1961,20.233,0,291.433,314.96,"53 1"
"1995 53 1 Y",54,1995,"53",1,"Y",1961,28.2,0,420.067,440.436,"53 1"
"1996 53 1 Y",54,1996,"53",1,"Y",1961,18.267,0.02,331.167,325.628,"53 1"
"1997 53 1 Y",54,1997,"53",1,"Y",1961,10.267,1.4,537.833,408.178,"53 1"
"1998 53 1 Y",54,1998,"53",1,"Y",1961,41.4,0,474.3,263.144,"53 1"
"1999 53 1 Y",54,1999,"53",1,"Y",1961,37.6,0,280.467,369.062,"53 1"
"2000 53 1 Y",54,2000,"53",1,"Y",1961,22.2,0,311.933,255.016,"53 1"
"2001 53 1 Y",54,2001,"53",1,"Y",1961,24.5,0,322.9,248.92,"53 1"
"2002 53 1 Y",54,2002,"53",1,"Y",1961,43.333,0,231.267,439.42,"53 1"
"2003 53 1 Y",54,2003,"53",1,"Y",1961,23.5,0,218.633,229.616,"53 1"
"2004 53 1 Y",54,2004,"53",1,"Y",1961,55.2333,0,370.5,239.014,"53 1"
"2005 53 1 Y",54,2005,"53",1,"Y",1961,43.9,0.133,197.367,285.242,"53 1"
"2006 53 1 Y",54,2006,"53",1,"Y",1961,34.033,0,244.167,251.46,"53 1"
"2007 53 1 Y",54,2007,"53",1,"Y",1961,22.27,0,328.3,236.22,"53 1"
"2008 53 1 Y",54,2008,"53",1,"Y",1961,10.18,0,64.32,188.722,"53 1"
"2009 53 1 Y",54,2009,"53",1,"Y",1961,45.5,0,0.6,322.326,"53 1"
"2010 53 1 Y",54,2010,"53",1,"Y",1961,46.53,0,3.9,367.792,"53 1"
"2011 53 1 Y",54,2011,"53",1,"Y",1961,141.3,0,8.2,440.69,"53 1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988 53 2 W",54,1988,"53",2,"W",1961,12.7,0,525.567,210.312,"53 2"
"1989 53 2 W",54,1989,"53",2,"W",1961,32.333,0,164.667,256.54,"53 2"
"1990 53 2 W",54,1990,"53",2,"W",1961,30.633,0,477.733,585.47,"53 2"
"1991 53 2 W",54,1991,"53",2,"W",1961,54.1,0,413.433,359.156,"53 2"
"1992 53 2 W",54,1992,"53",2,"W",1961,34.033,0,655.3,297.434,"53 2"
"1993 53 2 W",54,1993,"53",2,"W",1961,39.4,0,285.633,531.876,"53 2"
"1994 53 2 W",54,1994,"53",2,"W",1961,46.967,0,352.333,314.96,"53 2"
"1995 53 2 W",54,1995,"53",2,"W",1961,59.067,0,567.967,440.436,"53 2"
"1996 53 2 W",54,1996,"53",2,"W",1961,46.367,0,261.867,325.628,"53 2"
"1997 53 2 W",54,1997,"53",2,"W",1961,29.633,0,338.4,408.178,"53 2"
"1998 53 2 W",54,1998,"53",2,"W",1961,73.6,0.3,386.2,263.144,"53 2"
"1999 53 2 W",54,1999,"53",2,"W",1961,112.467,0,352.133,369.062,"53 2"
"2000 53 2 W",54,2000,"53",2,"W",1961,45.6,0,459.133,255.016,"53 2"
"2001 53 2 W",54,2001,"53",2,"W",1961,39.733,0,291.133,248.92,"53 2"
"2002 53 2 W",54,2002,"53",2,"W",1961,41.633,0,211.933,439.42,"53 2"
"2003 53 2 W",54,2003,"53",2,"W",1961,48.2,0,283.667,229.616,"53 2"
"2004 53 2 W",54,2004,"53",2,"W",1961,55.1667,0,240.433,239.014,"53 2"
"2005 53 2 W",54,2005,"53",2,"W",1961,44.2,0.5,225.267,285.242,"53 2"
"2006 53 2 W",54,2006,"53",2,"W",1961,47.6,0,190,251.46,"53 2"
"2007 53 2 W",54,2007,"53",2,"W",1961,28.6,0,273.97,236.22,"53 2"
"2008 53 2 W",54,2008,"53",2,"W",1961,24.95,0,80.88,188.722,"53 2"
"2009 53 2 W",54,2009,"53",2,"W",1961,83.6,0,9.03,322.326,"53 2"
"2010 53 2 W",54,2010,"53",2,"W",1961,84.5,0,7.4,367.792,"53 2"
"2011 53 2 W",54,2011,"53",2,"W",1961,80,0,17.3,440.69,"53 2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988 53 3 R",54,1988,"53",3,"R",1961,20.567,0.033,565.7,210.312,"53 3"
"1989 53 3 R",54,1989,"53",3,"R",1961,64,0,286.5,256.54,"53 3"
"1990 53 3 R",54,1990,"53",3,"R",1961,23.03,0.827,351.767,585.47,"53 3"
"1991 53 3 R",54,1991,"53",3,"R",1961,33.1,0,238.5,359.156,"53 3"
"1992 53 3 R",54,1992,"53",3,"R",1961,15.733,0,335.8,297.434,"53 3"
"1993 53 3 R",54,1993,"53",3,"R",1961,23.533,0,169.833,531.876,"53 3"
"1994 53 3 R",54,1994,"53",3,"R",1961,26.133,0,315.233,314.96,"53 3"
"1995 53 3 R",54,1995,"53",3,"R",1961,29.633,0,236.367,440.436,"53 3"
"1996 53 3 R",54,1996,"53",3,"R",1961,32.4,0,179.667,325.628,"53 3"
"1997 53 3 R",54,1997,"53",3,"R",1961,16.7,0,341.033,408.178,"53 3"
"1998 53 3 R",54,1998,"53",3,"R",1961,53.567,0,329.4,263.144,"53 3"
"1999 53 3 R",54,1999,"53",3,"R",1961,40.1,0,260.733,369.062,"53 3"
"2000 53 3 R",54,2000,"53",3,"R",1961,8.733,0,147.467,255.016,"53 3"
"2001 53 3 R",54,2001,"53",3,"R",1961,12.1,0,90.933,248.92,"53 3"
"2002 53 3 R",54,2002,"53",3,"R",1961,20.3,0,194.433,439.42,"53 3"
"2003 53 3 R",54,2003,"53",3,"R",1961,14.9,0,429.167,229.616,"53 3"
"2004 53 3 R",54,2004,"53",3,"R",1961,20.0033,0,123.033,239.014,"53 3"
"2005 53 3 R",54,2005,"53",3,"R",1961,32.567,0,86.733,285.242,"53 3"
"2006 53 3 R",54,2006,"53",3,"R",1961,17.5,0,207.9,251.46,"53 3"
"2007 53 3 R",54,2007,"53",3,"R",1961,21.6,0,0,236.22,"53 3"
"2008 53 3 R",54,2008,"53",3,"R",1961,12.9,0,90.65,188.722,"53 3"
"2009 53 3 r",54,2009,"53",3,"r",1961,0,0,0,322.326,"53 3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009 53 3 R",54,2009,"53",3,"R",1961,23.5,0,125.9,322.326,"53 3"
"2010 53 3 R",54,2010,"53",3,"R",1961,41.67,0,121.73,367.792,"53 3"
"2011 53 3 R",54,2011,"53",3,"R",1961,68,0,25.43,440.69,"53 3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988 53 4 G",54,1988,"53",4,"G",1961,14.233,0,540.6,210.312,"53 4"
"1989 53 4 G",54,1989,"53",4,"G",1961,50.633,0,230.9,256.54,"53 4"
"1990 53 4 G",54,1990,"53",4,"G",1961,41.333,0,793.8,585.47,"53 4"
"1991 53 4 G",54,1991,"53",4,"G",1961,63.2,0,448.433,359.156,"53 4"
"1992 53 4 G",54,1992,"53",4,"G",1961,16.333,0,374.067,297.434,"53 4"
"1993 53 4 G",54,1993,"53",4,"G",1961,31.133,0,233.667,531.876,"53 4"
"1994 53 4 G",54,1994,"53",4,"G",1961,23.067,0,291.1,314.96,"53 4"
"1995 53 4 G",54,1995,"53",4,"G",1961,27.533,0,545.633,440.436,"53 4"
"1996 53 4 G",54,1996,"53",4,"G",1961,23.533,0,464.467,325.628,"53 4"
"1997 53 4 G",54,1997,"53",4,"G",1961,40.067,0,356.667,408.178,"53 4"
"1998 53 4 G",54,1998,"53",4,"G",1961,99.3,0,532.533,263.144,"53 4"
"1999 53 4 G",54,1999,"53",4,"G",1961,57.933,0,338.867,369.062,"53 4"
"2000 53 4 G",54,2000,"53",4,"G",1961,22.3,0,217.967,255.016,"53 4"
"2001 53 4 G",54,2001,"53",4,"G",1961,27.133,0,153.967,248.92,"53 4"
"2002 53 4 G",54,2002,"53",4,"G",1961,35.367,0,172.733,439.42,"53 4"
"2003 53 4 G",54,2003,"53",4,"G",1961,26.7333,0,312,229.616,"53 4"
"2004 53 4 G",54,2004,"53",4,"G",1961,30.5,0,244.497,239.014,"53 4"
"2005 53 4 G",54,2005,"53",4,"G",1961,48.533,0,223.9,285.242,"53 4"
"2006 53 4 G",54,2006,"53",4,"G",1961,28.767,0,119.9,251.46,"53 4"
"2007 53 4 G",54,2007,"53",4,"G",1961,15.67,0,309.7,236.22,"53 4"
"2008 53 4 G",54,2008,"53",4,"G",1961,12.85,0,104.02,188.722,"53 4"
"2009 53 4 G",54,2009,"53",4,"G",1961,11.47,0,190.63,322.326,"53 4"
"2010 53 4 G",54,2010,"53",4,"G",1961,40.9,0,241.4,367.792,"53 4"
"2011 53 4 G",54,2011,"53",4,"G",1961,45.73,0,16.63,440.69,"53 4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988 70 1 Y",54,1988,"70",1,"Y",1955,9.8,0,272.267,210.312,"70 1"
"1989 70 1 Y",54,1989,"70",1,"Y",1955,30.4,0,138.567,256.54,"70 1"
"1990 70 1 Y",54,1990,"70",1,"Y",1955,26.83,0,264.833,585.47,"70 1"
"1991 70 1 Y",54,1991,"70",1,"Y",1955,47.1,0.4,143.367,359.156,"70 1"
"1992 70 1 Y",54,1992,"70",1,"Y",1955,17.167,0,269.667,297.434,"70 1"
"1993 70 1 Y",54,1993,"70",1,"Y",1955,20.5,0,225.467,531.876,"70 1"
"1994 70 1 Y",54,1994,"70",1,"Y",1955,9.433,0,178.233,314.96,"70 1"
"1995 70 1 Y",54,1995,"70",1,"Y",1955,13.367,0,276.1,440.436,"70 1"
"1996 70 1 Y",54,1996,"70",1,"Y",1955,26.2,0,124.967,325.628,"70 1"
"1997 70 1 Y",54,1997,"70",1,"Y",1955,5.333,0,379.567,408.178,"70 1"
"1998 70 1 Y",54,1998,"70",1,"Y",1955,1.167,0,268.733,263.144,"70 1"
"1999 70 1 Y",54,1999,"70",1,"Y",1955,3.533,0,468.4,369.062,"70 1"
"2000 70 1 Y",54,2000,"70",1,"Y",1955,2.767,0,393.433,255.016,"70 1"
"2001 70 1 Y",54,2001,"70",1,"Y",1955,5.4,0,262.667,248.92,"70 1"
"2002 70 1 Y",54,2002,"70",1,"Y",1955,2.767,0,119.867,439.42,"70 1"
"2003 70 1 Y",54,2003,"70",1,"Y",1955,1.7667,0,222.433,229.616,"70 1"
"2004 70 1 Y",54,2004,"70",1,"Y",1955,0.52667,0,313.883,239.014,"70 1"
"2005 70 1 Y",54,2005,"70",1,"Y",1955,3.567,0,60.267,285.242,"70 1"
"2006 70 1 Y",54,2006,"70",1,"Y",1955,0,0,221.867,251.46,"70 1"
"2007 70 1 Y",54,2007,"70",1,"Y",1955,0,0,321.17,236.22,"70 1"
"2008 70 1 Y",54,2008,"70",1,"Y",1955,0,0,34.6,188.722,"70 1"
"2009 70 1 Y",54,2009,"70",1,"Y",1955,0,0,4,322.326,"70 1"
"2010 70 1 Y",54,2010,"70",1,"Y",1955,0,0,60,367.792,"70 1"
"2011 70 1 Y",54,2011,"70",1,"Y",1955,0,0,7.63,440.69,"70 1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988 70 2 W",54,1988,"70",2,"W",1955,1.167,0,152.467,210.312,"70 2"
"1989 70 2 W",54,1989,"70",2,"W",1955,6.167,0,125.7,256.54,"70 2"
"1990 70 2 W",54,1990,"70",2,"W",1955,9.867,0,261.733,585.47,"70 2"
"1991 70 2 W",54,1991,"70",2,"W",1955,7.4,0,153.933,359.156,"70 2"
"1992 70 2 W",54,1992,"70",2,"W",1955,17.2,0,242.7,297.434,"70 2"
"1993 70 2 W",54,1993,"70",2,"W",1955,7.8,0,218.6,531.876,"70 2"
"1994 70 2 W",54,1994,"70",2,"W",1955,15.2,0,110.5,314.96,"70 2"
"1995 70 2 W",54,1995,"70",2,"W",1955,43.8,0,360.2,440.436,"70 2"
"1996 70 2 W",54,1996,"70",2,"W",1955,28.9,0,199.267,325.628,"70 2"
"1997 70 2 W",54,1997,"70",2,"W",1955,27.967,0,262.933,408.178,"70 2"
"1998 70 2 W",54,1998,"70",2,"W",1955,8.3,0,165.5,263.144,"70 2"
"1999 70 2 W",54,1999,"70",2,"W",1955,5.467,0.133,166,369.062,"70 2"
"2000 70 2 W",54,2000,"70",2,"W",1955,2.667,0,150.4,255.016,"70 2"
"2001 70 2 W",54,2001,"70",2,"W",1955,1.1,0,91.433,248.92,"70 2"
"2002 70 2 W",54,2002,"70",2,"W",1955,5.033,0,222.067,439.42,"70 2"
"2003 70 2 W",54,2003,"70",2,"W",1955,0.4667,0,267.367,229.616,"70 2"
"2004 70 2 W",54,2004,"70",2,"W",1955,0,0,91.96,239.014,"70 2"
"2005 70 2 W",54,2005,"70",2,"W",1955,4.867,0,126.9,285.242,"70 2"
"2006 70 2 W",54,2006,"70",2,"W",1955,1.533,0,193.133,251.46,"70 2"
"2007 70 2 W",54,2007,"70",2,"W",1955,8,0,312.93,236.22,"70 2"
"2008 70 2 W",54,2008,"70",2,"W",1955,4.13,0,69.6,188.722,"70 2"
"2009 70 2 W",54,2009,"70",2,"W",1955,3.07,0,3.53,322.326,"70 2"
"2010 70 2 W",54,2010,"70",2,"W",1955,0.23,0,66.73,367.792,"70 2"
"2011 70 2 W",54,2011,"70",2,"W",1955,0,0,11.63,440.69,"70 2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988 70 3 R",54,1988,"70",3,"R",1955,7.833,0,150.333,210.312,"70 3"
"1989 70 3 R",54,1989,"70",3,"R",1955,17.433,0,193.9,256.54,"70 3"
"1990 70 3 R",54,1990,"70",3,"R",1955,14.433,0,61.933,585.47,"70 3"
"1991 70 3 R",54,1991,"70",3,"R",1955,16.4,0,127.833,359.156,"70 3"
"1992 70 3 R",54,1992,"70",3,"R",1955,4.103,0,150.333,297.434,"70 3"
"1993 70 3 R",54,1993,"70",3,"R",1955,11.467,0,128.9,531.876,"70 3"
"1994 70 3 R",54,1994,"70",3,"R",1955,13.593,0,261.733,314.96,"70 3"
"1995 70 3 R",54,1995,"70",3,"R",1955,6.633,0,341.367,440.436,"70 3"
"1996 70 3 R",54,1996,"70",3,"R",1955,19.967,0,132.667,325.628,"70 3"
"1997 70 3 R",54,1997,"70",3,"R",1955,8.633,0,190,408.178,"70 3"
"1998 70 3 R",54,1998,"70",3,"R",1955,8.4,0,216.067,263.144,"70 3"
"1999 70 3 R",54,1999,"70",3,"R",1955,13.667,0,197.6,369.062,"70 3"
"2000 70 3 R",54,2000,"70",3,"R",1955,2.7,0,117.333,255.016,"70 3"
"2001 70 3 R",54,2001,"70",3,"R",1955,6.2,0,111,248.92,"70 3"
"2002 70 3 R",54,2002,"70",3,"R",1955,19.367,0,33.2,439.42,"70 3"
"2003 70 3 R",54,2003,"70",3,"R",1955,18.9,0,54.6,229.616,"70 3"
"2004 70 3 R",54,2004,"70",3,"R",1955,17.8,0,130.933,239.014,"70 3"
"2005 70 3 R",54,2005,"70",3,"R",1955,13.667,0,109.433,285.242,"70 3"
"2006 70 3 R",54,2006,"70",3,"R",1955,9.767,0,49,251.46,"70 3"
"2007 70 3 R",54,2007,"70",3,"R",1955,11.63,0,82.37,236.22,"70 3"
"2008 70 3 R",54,2008,"70",3,"R",1955,4.17,0,52.38,188.722,"70 3"
"2009 70 3 R",54,2009,"70",3,"R",1955,6.17,0,126.13,322.326,"70 3"
"2010 70 3 R",54,2010,"70",3,"R",1955,9.87,0.23,16.93,367.792,"70 3"
"2011 70 3 R",54,2011,"70",3,"R",1955,13.8,0,31.27,440.69,"70 3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988 70 4 G",54,1988,"70",4,"G",1955,1.5,0,114.833,210.312,"70 4"
"1989 70 4 G",54,1989,"70",4,"G",1955,16.867,0,290.367,256.54,"70 4"
"1990 70 4 G",54,1990,"70",4,"G",1955,22.283,0,228.7,585.47,"70 4"
"1991 70 4 G",54,1991,"70",4,"G",1955,10.7,0,225.833,359.156,"70 4"
"1992 70 4 G",54,1992,"70",4,"G",1955,9.733,0,189.633,297.434,"70 4"
"1993 70 4 G",54,1993,"70",4,"G",1955,2.767,0,59.333,531.876,"70 4"
"1994 70 4 G",54,1994,"70",4,"G",1955,3.7,0,95.233,314.96,"70 4"
"1995 70 4 G",54,1995,"70",4,"G",1955,7.933,0,187.933,440.436,"70 4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997 70 4 G",54,1997,"70",4,"G",1955,1.1,0,97.467,408.178,"70 4"
"1998 70 4 G",54,1998,"70",4,"G",1955,2.567,0,298.467,263.144,"70 4"
"1999 70 4 G",54,1999,"70",4,"G",1955,0.967,0,99.867,369.062,"70 4"
"2000 70 4 G",54,2000,"70",4,"G",1955,0,0,131.067,255.016,"70 4"
"2001 70 4 G",54,2001,"70",4,"G",1955,0,0,125.767,248.92,"70 4"
"2002 70 4 G",54,2002,"70",4,"G",1955,2.903,0,119.767,439.42,"70 4"
"2003 70 4 G",54,2003,"70",4,"G",1955,1.4333,0,123.367,229.616,"70 4"
"2004 70 4 G",54,2004,"70",4,"G",1955,9.23667,0,76.2767,239.014,"70 4"
"2005 70 4 G",54,2005,"70",4,"G",1955,0.2,0.1,18.7,285.242,"70 4"
