Cedar Creek Ecosystem Science Reserve
2660 Fawn Lake Dr. NE
Bethel, MN 55005
Office:  763-434-5131
Fax:  763-434-7361
Data URL: http://cbs-cedarcreek.oit.umn.edu/research/data

Experiment Investigators:

Tilman, David 
Reich, Peter
Knope, Johannes
Wedin, David
_________________________________________________________________________

USER AGREEMENT:  As a condition for access to data provided by researchers of the Cedar Creek LTER, I agree to abide by the following code of ethics.

A. I agree to notify the Cedar Creek LTER scientists who gathered data if I would like to use those data in any publication. I acknowledge that these data were gathered by Cedar Creek scientists because they had already perceived the importance of these data for a variety of scientific and societal issues. I will provide them with formal recognition that, at their discretion, may include co-authorship or acknowledgements on publications.

B. I realize that the researchers who gathered these data may be using them for scientific analyses, papers or publications that are currently planned or in preparation, and that such activities have precedence over any that I might wish to prepare. In this case, my preparation of any work may be delayed, at the option of the Cedar Creek researchers involved, until their work is completed.

C. Because it may be possible to misinterpret a data set if it is taken out of context, I will seek the assistance and opinion of those Cedar Creek researchers involved in the design of a study and the collection of the data as I analyze the data. Moreover, I realize that this computer data set is not complete, and it may contain errors. The complete data set includes extensive written documentation, which should be referenced to reduce the chance of errors in data and errors of interpretation.

_________________________________________________________________________


"Exp","Year","Month","Plot","NumSp","SpNum","AbvBioAnnProd","noh020tot","insectcount","insectsp","Field","FieldPlot"
120,2004,8,220,16,17,310.491,NA,28,17,1,"1 220"
120,2005,8,220,16,17,277.119,NA,31,11,1,"1 220"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,221,2,2,9.858,0.2699,24,11,1,"1 221"
120,1997,8,221,2,2,6.6415,0.7165,22,14,1,"1 221"
120,1998,8,221,2,2,30,0.3891,39,22,1,"1 221"
120,1999,8,221,2,2,6.08333,0.2766,49,27,1,"1 221"
120,2000,8,221,2,2,46.1505,0.0253,81,36,1,"1 221"
120,2001,8,221,2,2,215.027,0.08665,NA,NA,1,"1 221"
120,2002,8,221,2,2,137.644,0.0273,25,12,1,"1 221"
120,2003,8,221,2,2,369.146,NA,16,12,1,"1 221"
120,2004,8,221,2,2,203.366,NA,17,11,1,"1 221"
120,2005,8,221,2,2,237.218,NA,20,11,1,"1 221"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,223,4,4,55.392,0.1194,183,51,1,"1 223"
120,1997,8,223,4,4,95.725,0.1336,184,70,1,"1 223"
120,1998,8,223,4,4,106.2,0.1217,139,59,1,"1 223"
120,1999,8,223,4,4,80.0833,0.1178,59,33,1,"1 223"
120,2000,8,223,4,4,183.825,0.0578,82,38,1,"1 223"
120,2001,8,223,4,4,313.962,0.07965,NA,NA,1,"1 223"
120,2002,8,223,4,4,158.009,0.0435,15,10,1,"1 223"
120,2003,8,223,4,4,159.404,NA,14,11,1,"1 223"
120,2004,8,223,4,4,247.48,NA,17,10,1,"1 223"
120,2005,8,223,4,4,97.199,NA,26,15,1,"1 223"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,224,2,2,118.533,0.0701,13,4,1,"1 224"
120,1997,8,224,2,2,110.775,0.0174,126,52,1,"1 224"
120,1998,8,224,2,2,113.308,0.0037,72,47,1,"1 224"
120,1999,8,224,2,2,98.7917,0.0036,72,42,1,"1 224"
120,2000,8,224,2,2,123.042,0.0087,64,32,1,"1 224"
120,2001,8,224,2,2,128.683,0.0604,NA,NA,1,"1 224"
120,2002,8,224,2,2,143.256,0.0306,22,15,1,"1 224"
120,2003,8,224,2,2,84.0393,NA,14,7,1,"1 224"
120,2004,8,224,2,2,74.939,NA,10,4,1,"1 224"
120,2005,8,224,2,2,68.254,NA,49,29,1,"1 224"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,225,4,4,93.1,0.1701,119,37,1,"1 225"
120,1997,8,225,4,4,160.592,0.0785,130,55,1,"1 225"
120,1998,8,225,4,4,133.083,0.1112,94,33,1,"1 225"
120,1999,8,225,4,4,145.792,0.1885,88,30,1,"1 225"
120,2000,8,225,4,4,240.3,NA,93,31,1,"1 225"
120,2001,8,225,4,4,172.842,0.10035,NA,NA,1,"1 225"
120,2002,8,225,4,4,209.946,0.014,59,28,1,"1 225"
120,2003,8,225,4,4,134.554,NA,28,13,1,"1 225"
120,2004,8,225,4,4,144.715,NA,17,10,1,"1 225"
120,2005,8,225,4,4,110.404,NA,28,14,1,"1 225"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,227,16,17,106.592,0.1733,109,34,1,"1 227"
120,1997,8,227,16,17,137.842,0.0325,134,84,1,"1 227"
120,1998,8,227,16,17,338.467,0.0351,87,42,1,"1 227"
120,1999,8,227,16,17,337.217,0.0645,94,38,1,"1 227"
120,2000,8,227,16,17,399.854,0.1496,79,40,1,"1 227"
120,2001,8,227,16,17,319.305,0.18985,NA,NA,1,"1 227"
120,2002,8,227,16,17,455.705,0.1062,50,28,1,"1 227"
120,2003,8,227,16,17,421.736,NA,61,25,1,"1 227"
120,2004,8,227,16,17,411.792,NA,23,19,1,"1 227"
120,2005,8,227,16,17,361.062,NA,51,30,1,"1 227"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,229,4,4,102.742,0.1588,72,26,1,"1 229"
120,1997,8,229,4,4,82.5168,0.2005,66,44,1,"1 229"
120,1998,8,229,4,4,122.608,0.1615,130,33,1,"1 229"
120,1999,8,229,4,4,135.7,0.1335,85,35,1,"1 229"
120,2000,8,229,4,4,219.717,0.0642,66,35,1,"1 229"
120,2001,8,229,4,4,124.796,0.1837,NA,NA,1,"1 229"
120,2002,8,229,4,4,158.774,0.0513,17,13,1,"1 229"
120,2003,8,229,4,4,97.6805,NA,25,10,1,"1 229"
120,2004,8,229,4,4,114.904,NA,36,15,1,"1 229"
120,2005,8,229,4,4,92.07,NA,15,11,1,"1 229"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,230,1,1,NA,NA,NA,1,1,"1 230"
120,1997,8,230,1,1,183.183,NA,NA,3,1,"1 230"
120,1998,8,230,1,1,113.892,0.2664,NA,29,1,"1 230"
120,1999,8,230,1,1,115.708,0.2743,NA,2,1,"1 230"
120,2000,8,230,1,1,161.75,0.1121,89,36,1,"1 230"
120,2001,8,230,1,1,161.94,0.26515,NA,NA,1,"1 230"
120,2002,8,230,1,1,149.779,0.0929,38,21,1,"1 230"
120,2003,8,230,1,1,95.2168,NA,81,18,1,"1 230"
120,2004,8,230,1,1,97.6125,NA,29,13,1,"1 230"
120,2005,8,230,1,1,148.444,NA,36,24,1,"1 230"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,232,8,10,346.933,0.2625,146,45,1,"1 232"
120,1997,8,232,8,10,346.008,0.1871,83,44,1,"1 232"
120,1998,8,232,8,10,324.358,0.0541,97,42,1,"1 232"
120,1999,8,232,8,10,311.754,0.0665,144,56,1,"1 232"
120,2000,8,232,8,10,377.408,0.0847,167,49,1,"1 232"
120,2001,8,232,8,10,332.775,0.29575,NA,NA,1,"1 232"
120,2002,8,232,8,10,686.611,0.0118,13,10,1,"1 232"
120,2003,8,232,8,10,396.163,NA,42,25,1,"1 232"
120,2004,8,232,8,10,483.996,NA,34,17,1,"1 232"
120,2005,8,232,8,10,340.791,NA,45,26,1,"1 232"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,233,4,4,51.267,0.2074,90,31,1,"1 233"
120,1997,8,233,4,4,67.075,0.301,125,60,1,"1 233"
120,1998,8,233,4,4,98.3,0.1173,58,36,1,"1 233"
120,1999,8,233,4,4,142.65,0.1228,93,43,1,"1 233"
120,2000,8,233,4,4,337.313,0.0324,78,41,1,"1 233"
120,2001,8,233,4,4,265.779,0.19975,NA,NA,1,"1 233"
120,2002,8,233,4,4,365.551,0.1446,52,23,1,"1 233"
120,2003,8,233,4,4,182.176,NA,14,11,1,"1 233"
120,2004,8,233,4,4,246.676,NA,39,15,1,"1 233"
120,2005,8,233,4,4,186.211,NA,28,15,1,"1 233"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,234,2,2,356.75,0.1023,155,47,1,"1 234"
120,1997,8,234,2,2,303.275,0.2392,180,66,1,"1 234"
120,1998,8,234,2,2,139.392,0.2383,92,38,1,"1 234"
120,1999,8,234,2,2,140.467,0.3479,126,45,1,"1 234"
120,2000,8,234,2,2,344.233,0.0962,90,46,1,"1 234"
120,2001,8,234,2,2,261.788,0.26235,NA,NA,1,"1 234"
120,2002,8,234,2,2,350.271,0.0349,35,19,1,"1 234"
120,2003,8,234,2,2,393.859,NA,55,23,1,"1 234"
120,2004,8,234,2,2,407.021,NA,54,28,1,"1 234"
120,2005,8,234,2,2,214.958,NA,18,12,1,"1 234"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,235,16,17,149.142,0.0561,99,42,1,"1 235"
120,1997,8,235,16,17,171.142,0.1157,112,56,1,"1 235"
120,1998,8,235,16,17,354.425,0.0861,63,37,1,"1 235"
120,1999,8,235,16,17,363.367,0.0291,119,48,1,"1 235"
120,2000,8,235,16,17,402.258,0.0631,71,41,1,"1 235"
120,2001,8,235,16,17,302.288,0.0976,NA,NA,1,"1 235"
120,2002,8,235,16,17,525.653,0.0689,63,28,1,"1 235"
120,2003,8,235,16,17,480.734,NA,42,21,1,"1 235"
120,2004,8,235,16,17,407.405,NA,32,24,1,"1 235"
120,2005,8,235,16,17,376.942,NA,30,19,1,"1 235"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,236,2,2,210.259,0.1092,106,34,1,"1 236"
120,1997,8,236,2,2,226.45,0.1741,143,72,1,"1 236"
120,1998,8,236,2,2,438.242,0.0412,62,35,1,"1 236"
120,1999,8,236,2,2,200.283,0.0706,137,53,1,"1 236"
120,2000,8,236,2,2,265.163,0.0685,44,27,1,"1 236"
120,2001,8,236,2,2,275.265,0.16445,NA,NA,1,"1 236"
120,2002,8,236,2,2,312.221,0,20,12,1,"1 236"
120,2003,8,236,2,2,293.308,NA,40,24,1,"1 236"
120,2004,8,236,2,2,269.329,NA,37,21,1,"1 236"
120,2005,8,236,2,2,300.846,NA,26,13,1,"1 236"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,237,1,1,26.208,0.3288,84,27,1,"1 237"
120,1997,8,237,1,1,33.4583,0.8523,116,47,1,"1 237"
120,1998,8,237,1,1,56.625,0.1194,119,39,1,"1 237"
120,1999,8,237,1,1,36.6,0.0915,132,45,1,"1 237"
120,2000,8,237,1,1,62.5374,0.096,44,23,1,"1 237"
120,2001,8,237,1,1,73.29,0.1796,NA,NA,1,"1 237"
120,2002,8,237,1,1,100.367,0.0707,30,14,1,"1 237"
120,2003,8,237,1,1,62.504,NA,36,18,1,"1 237"
120,2004,8,237,1,1,58.3623,NA,33,18,1,"1 237"
120,2005,8,237,1,1,44.438,NA,7,6,1,"1 237"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,239,16,17,273.792,0.4279,120,43,1,"1 239"
120,1997,8,239,16,17,268.291,0.2488,188,78,1,"1 239"
120,1998,8,239,16,17,359.425,0.1715,89,41,1,"1 239"
120,1999,8,239,16,17,339.783,0.092,116,43,1,"1 239"
120,2000,8,239,16,17,350.629,0.2199,120,42,1,"1 239"
120,2001,8,239,16,17,324.337,0.15275,NA,NA,1,"1 239"
120,2002,8,239,16,17,447.104,0.1041,35,19,1,"1 239"
120,2003,8,239,16,17,855.346,NA,58,25,1,"1 239"
120,2004,8,239,16,17,474.264,NA,33,19,1,"1 239"
120,2005,8,239,16,17,473.208,NA,96,31,1,"1 239"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,242,16,17,96.217,0.1975,66,26,1,"1 242"
120,1997,8,242,16,17,184.717,0.2422,134,57,1,"1 242"
120,1998,8,242,16,17,159.608,0.2454,60,32,1,"1 242"
120,1999,8,242,16,17,187.813,0.0664,135,47,1,"1 242"
120,2000,8,242,16,17,223.496,0.0888,76,25,1,"1 242"
120,2001,8,242,16,17,261.183,0.1251,NA,NA,1,"1 242"
120,2002,8,242,16,17,309.413,0.0431,34,18,1,"1 242"
120,2003,8,242,16,17,354.53,NA,37,24,1,"1 242"
120,2004,8,242,16,17,346.683,NA,58,27,1,"1 242"
120,2005,8,242,16,17,321.586,NA,57,29,1,"1 242"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,253,16,17,102.617,0.2036,111,35,1,"1 253"
120,1997,8,253,16,17,88.5833,0.3092,104,46,1,"1 253"
120,1998,8,253,16,17,377.775,0.2309,84,34,1,"1 253"
120,1999,8,253,16,17,238.525,0.1838,102,48,1,"1 253"
120,2000,8,253,16,17,251.375,0.2521,118,40,1,"1 253"
120,2001,8,253,16,17,279.221,0.0887,NA,NA,1,"1 253"
120,2002,8,253,16,17,415.394,0.0906,44,23,1,"1 253"
120,2003,8,253,16,17,305.82,NA,35,23,1,"1 253"
120,2004,8,253,16,17,372.036,NA,46,21,1,"1 253"
120,2005,8,253,16,17,328.328,NA,59,26,1,"1 253"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,255,1,1,30.592,0.4408,56,18,1,"1 255"
120,1997,8,255,1,1,21.3083,1.5838,35,20,1,"1 255"
120,1998,8,255,1,1,44.65,0.2771,46,17,1,"1 255"
120,1999,8,255,1,1,28.45,0.2866,95,36,1,"1 255"
120,2000,8,255,1,1,110.001,0.2739,83,31,1,"1 255"
120,2001,8,255,1,1,40.8985,0.18985,NA,NA,1,"1 255"
120,2002,8,255,1,1,66.2378,0.0985,23,16,1,"1 255"
120,2003,8,255,1,1,175.975,NA,23,16,1,"1 255"
120,2004,8,255,1,1,103.257,NA,10,7,1,"1 255"
120,2005,8,255,1,1,181.38,NA,16,12,1,"1 255"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,256,1,1,31.183,0.3561,68,26,1,"1 256"
120,1997,8,256,1,1,55.8417,0.2039,181,55,1,"1 256"
120,1998,8,256,1,1,55.5167,0.0994,114,36,1,"1 256"
120,1999,8,256,1,1,36.1667,0.1545,73,34,1,"1 256"
120,2000,8,256,1,1,37.5958,0.1579,93,33,1,"1 256"
120,2001,8,256,1,1,76.183,0.0985,NA,NA,1,"1 256"
120,2002,8,256,1,1,94.9167,0.1243,77,23,1,"1 256"
120,2003,8,256,1,1,79.2007,NA,90,23,1,"1 256"
120,2004,8,256,1,1,43.2428,NA,64,17,1,"1 256"
120,2005,8,256,1,1,45.757,NA,23,12,1,"1 256"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,257,16,17,193.067,0.1706,143,39,1,"1 257"
120,1997,8,257,16,17,222.358,0.1055,165,73,1,"1 257"
120,1998,8,257,16,17,284.683,0.0161,143,56,1,"1 257"
120,1999,8,257,16,17,512.925,0.065,154,40,1,"1 257"
120,2000,8,257,16,17,354.271,0.0816,261,53,1,"1 257"
120,2001,8,257,16,17,468.003,0.08505,NA,NA,1,"1 257"
120,2002,8,257,16,17,568.405,0,48,26,1,"1 257"
120,2003,8,257,16,17,582.775,NA,86,35,1,"1 257"
120,2004,8,257,16,17,362.143,NA,48,27,1,"1 257"
120,2005,8,257,16,17,363.219,NA,49,28,1,"1 257"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,259,2,2,229.592,0.1202,154,41,1,"1 259"
120,1997,8,259,2,2,297.558,0.0148,113,59,1,"1 259"
120,1998,8,259,2,2,359.783,0.033,82,37,1,"1 259"
120,1999,8,259,2,2,368.117,0.0038,123,40,1,"1 259"
120,2000,8,259,2,2,277.792,0.0332,96,37,1,"1 259"
120,2001,8,259,2,2,192.317,0.10295,NA,NA,1,"1 259"
120,2002,8,259,2,2,290.183,0.0211,16,14,1,"1 259"
120,2003,8,259,2,2,234.094,NA,23,14,1,"1 259"
120,2004,8,259,2,2,282.354,NA,11,9,1,"1 259"
120,2005,8,259,2,2,265.945,NA,53,16,1,"1 259"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,265,1,1,114.55,0.3484,145,35,1,"1 265"
120,1997,8,265,1,1,219.667,0.5833,262,89,1,"1 265"
120,1998,8,265,1,1,147.425,1.0836,123,48,1,"1 265"
120,1999,8,265,1,1,144.583,1.9753,462,63,1,"1 265"
120,2000,8,265,1,1,141.012,0.1114,130,46,1,"1 265"
120,2001,8,265,1,1,146.642,0.1482,NA,NA,1,"1 265"
120,2002,8,265,1,1,206.581,0.1011,72,21,1,"1 265"
120,2003,8,265,1,1,254.679,NA,56,33,1,"1 265"
120,2004,8,265,1,1,174.475,NA,58,19,1,"1 265"
120,2005,8,265,1,1,157.796,NA,NA,1,1,"1 265"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,266,8,9,102.008,0.2442,72,27,1,"1 266"
120,1997,8,266,8,9,204.45,0.1817,184,89,1,"1 266"
120,1998,8,266,8,9,115.033,0.0418,112,38,1,"1 266"
120,1999,8,266,8,9,167.458,0.1423,220,58,1,"1 266"
120,2000,8,266,8,9,239.55,0.0676,108,37,1,"1 266"
120,2001,8,266,8,9,148.396,0.1784,NA,NA,1,"1 266"
120,2002,8,266,8,9,313.159,0.057,53,29,1,"1 266"
120,2003,8,266,8,9,190.692,NA,39,18,1,"1 266"
120,2004,8,266,8,9,202.137,NA,40,26,1,"1 266"
120,2005,8,266,8,9,198.196,NA,NA,1,1,"1 266"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,267,1,1,96.734,0.2356,149,36,1,"1 267"
120,1997,8,267,1,1,128.442,0.1999,239,76,1,"1 267"
120,1998,8,267,1,1,175.633,0.2854,81,31,1,"1 267"
120,1999,8,267,1,1,157.527,0.5656,84,36,1,"1 267"
120,2000,8,267,1,1,224.479,0.1357,62,29,1,"1 267"
120,2001,8,267,1,1,259.125,0.434,NA,NA,1,"1 267"
120,2002,8,267,1,1,215.1,0.0786,65,21,1,"1 267"
120,2003,8,267,1,1,195.6,NA,35,12,1,"1 267"
120,2004,8,267,1,1,215.208,NA,20,8,1,"1 267"
120,2005,8,267,1,1,297.982,NA,37,16,1,"1 267"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,268,1,1,89.525,0.8153,228,49,1,"1 268"
120,1997,8,268,1,1,108.875,0.1903,281,87,1,"1 268"
120,1998,8,268,1,1,168.283,0.1119,139,47,1,"1 268"
120,1999,8,268,1,1,61.8517,0.1058,143,43,1,"1 268"
120,2000,8,268,1,1,93.596,0.0822,91,26,1,"1 268"
120,2001,8,268,1,1,102.25,0.45715,NA,NA,1,"1 268"
120,2002,8,268,1,1,113.778,0.1763,62,27,1,"1 268"
120,2003,8,268,1,1,86.154,NA,27,11,1,"1 268"
120,2004,8,268,1,1,89.4058,NA,36,16,1,"1 268"
120,2005,8,268,1,1,98.783,NA,29,12,1,"1 268"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,272,2,3,9.7,0.2481,82,25,1,"1 272"
120,1997,8,272,2,3,58.9,0.2744,257,91,1,"1 272"
120,1998,8,272,2,3,61.625,0.1731,163,53,1,"1 272"
120,1999,8,272,2,3,105.193,0.3859,371,83,1,"1 272"
120,2000,8,272,2,3,163.1,0.2261,87,40,1,"1 272"
120,2001,8,272,2,3,177.7,0.2758,NA,NA,1,"1 272"
120,2002,8,272,2,3,192.452,0.0811,95,36,1,"1 272"
120,2003,8,272,2,3,313.603,NA,49,18,1,"1 272"
120,2004,8,272,2,3,327.875,NA,30,14,1,"1 272"
120,2005,8,272,2,3,339.451,NA,68,31,1,"1 272"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,273,16,17,489.442,0.2389,162,45,1,"1 273"
120,1997,8,273,16,17,371.767,0.0614,285,99,1,"1 273"
120,1998,8,273,16,17,414.917,0.0109,99,47,1,"1 273"
120,1999,8,273,16,17,486.635,0.0463,129,48,1,"1 273"
120,2000,8,273,16,17,682.284,0.1254,252,53,1,"1 273"
120,2001,8,273,16,17,552.333,0.38115,NA,NA,1,"1 273"
120,2002,8,273,16,17,593.892,0.0188,66,22,1,"1 273"
120,2003,8,273,16,17,504.477,NA,110,30,1,"1 273"
120,2004,8,273,16,17,494.457,NA,34,22,1,"1 273"
120,2005,8,273,16,17,585.256,NA,79,28,1,"1 273"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,278,2,2,68.808,0.1111,166,34,1,"1 278"
120,1997,8,278,2,2,169.683,0.201,137,55,1,"1 278"
120,1998,8,278,2,2,68.9083,0.1072,84,42,1,"1 278"
120,1999,8,278,2,2,83.8917,0.1265,176,41,1,"1 278"
120,2000,8,278,2,2,87.5874,0.0914,115,36,1,"1 278"
120,2001,8,278,2,2,82.179,0.18605,NA,NA,1,"1 278"
120,2002,8,278,2,2,119.002,0.0649,23,12,1,"1 278"
120,2003,8,278,2,2,59.3535,NA,38,16,1,"1 278"
120,2004,8,278,2,2,56.679,NA,23,13,1,"1 278"
120,2005,8,278,2,2,46.283,NA,18,12,1,"1 278"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,280,1,1,97.542,0.1873,158,24,1,"1 280"
120,1997,8,280,1,1,72.25,0.2826,142,55,1,"1 280"
120,1998,8,280,1,1,134.825,0.1782,107,32,1,"1 280"
120,1999,8,280,1,1,80.1575,0.1703,85,32,1,"1 280"
120,2000,8,280,1,1,58.625,0.1949,105,27,1,"1 280"
120,2001,8,280,1,1,88.4085,0.3428,NA,NA,1,"1 280"
120,2002,8,280,1,1,149.149,0.0507,27,21,1,"1 280"
120,2003,8,280,1,1,52.0375,NA,16,8,1,"1 280"
120,2004,8,280,1,1,69.118,NA,23,15,1,"1 280"
120,2005,8,280,1,1,68.669,NA,12,9,1,"1 280"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,282,1,1,185.633,0.1786,148,32,1,"1 282"
120,1997,8,282,1,1,133.708,0.112,209,62,1,"1 282"
120,1998,8,282,1,1,112.85,0.0334,103,45,1,"1 282"
120,1999,8,282,1,1,77.0592,0.2794,90,34,1,"1 282"
120,2000,8,282,1,1,94.7544,0.1802,95,36,1,"1 282"
120,2001,8,282,1,1,85.388,0.17205,NA,NA,1,"1 282"
120,2002,8,282,1,1,109.394,0.1037,79,26,1,"1 282"
120,2003,8,282,1,1,72.4368,NA,42,17,1,"1 282"
120,2004,8,282,1,1,71.9373,NA,33,17,1,"1 282"
120,2005,8,282,1,1,55.906,NA,30,18,1,"1 282"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,283,8,8,133.642,0.268,107,33,1,"1 283"
120,1997,8,283,8,8,164.833,0.065,261,78,1,"1 283"
120,1998,8,283,8,8,158.317,0,99,37,1,"1 283"
120,1999,8,283,8,8,160.433,0.0287,101,42,1,"1 283"
120,2000,8,283,8,8,97.0918,0.1471,92,38,1,"1 283"
120,2001,8,283,8,8,85.4737,0.0964,NA,NA,1,"1 283"
120,2002,8,283,8,8,99.6333,0.0945,50,25,1,"1 283"
120,2003,8,283,8,8,116.95,NA,28,9,1,"1 283"
120,2004,8,283,8,8,64.8582,NA,34,15,1,"1 283"
120,2005,8,283,8,8,63.406,NA,64,28,1,"1 283"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,286,4,4,191.842,0.2452,200,38,1,"1 286"
120,1997,8,286,4,4,245.725,0.0797,278,90,1,"1 286"
120,1998,8,286,4,4,235.467,0.0603,105,48,1,"1 286"
120,1999,8,286,4,4,228.617,0.027,136,55,1,"1 286"
120,2000,8,286,4,4,146.838,0.1084,55,33,1,"1 286"
120,2001,8,286,4,4,154.509,0.134,NA,NA,1,"1 286"
120,2002,8,286,4,4,206.772,0.2956,48,25,1,"1 286"
120,2003,8,286,4,4,133.071,NA,32,18,1,"1 286"
120,2004,8,286,4,4,165.195,NA,40,20,1,"1 286"
120,2005,8,286,4,4,142.308,NA,33,20,1,"1 286"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,287,4,5,139.65,0.1885,154,31,1,"1 287"
120,1997,8,287,4,5,118.775,0.2261,191,55,1,"1 287"
120,1998,8,287,4,5,167.183,0.1159,171,43,1,"1 287"
120,1999,8,287,4,5,122.268,0.1728,118,34,1,"1 287"
120,2000,8,287,4,5,81.3542,0.0797,125,31,1,"1 287"
120,2001,8,287,4,5,85.3375,0.08415,NA,NA,1,"1 287"
120,2002,8,287,4,5,121.769,0.0545,36,23,1,"1 287"
120,2003,8,287,4,5,99.008,NA,18,9,1,"1 287"
120,2004,8,287,4,5,72.7622,NA,28,12,1,"1 287"
120,2005,8,287,4,5,40.347,NA,73,25,1,"1 287"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,290,1,2,27.683,0.4116,77,31,1,"1 290"
120,1997,8,290,1,2,43.2835,0.3704,157,67,1,"1 290"
120,1998,8,290,1,2,205.25,0.145,278,45,1,"1 290"
120,1999,8,290,1,2,213.558,0.0059,164,57,1,"1 290"
120,2000,8,290,1,2,173.15,0.0824,111,47,1,"1 290"
120,2001,8,290,1,2,120.446,0.1286,NA,NA,1,"1 290"
120,2002,8,290,1,2,210.425,0.058,124,21,1,"1 290"
120,2003,8,290,1,2,364.674,NA,76,21,1,"1 290"
120,2004,8,290,1,2,190.754,NA,25,6,1,"1 290"
120,2005,8,290,1,2,95.69,NA,66,16,1,"1 290"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,291,1,1,28.317,0.4894,142,39,1,"1 291"
120,1997,8,291,1,1,131.892,0.5337,243,67,1,"1 291"
120,1998,8,291,1,1,112.925,0.4917,340,58,1,"1 291"
120,1999,8,291,1,1,205.967,0.3939,446,87,1,"1 291"
120,2000,8,291,1,1,89.6375,0.2318,255,52,1,"1 291"
120,2001,8,291,1,1,129.305,0.3028,NA,NA,1,"1 291"
120,2002,8,291,1,1,175.003,0.2685,100,33,1,"1 291"
120,2003,8,291,1,1,154.688,NA,41,16,1,"1 291"
120,2004,8,291,1,1,93.529,NA,98,22,1,"1 291"
120,2005,8,291,1,1,53.058,NA,58,22,1,"1 291"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,292,8,9,163.175,0.2815,119,39,1,"1 292"
120,1997,8,292,8,9,354.291,0.208,180,78,1,"1 292"
120,1998,8,292,8,9,325.542,0.0714,71,40,1,"1 292"
120,1999,8,292,8,9,434.592,0.0497,128,46,1,"1 292"
120,2000,8,292,8,9,309.262,0.1594,157,49,1,"1 292"
120,2001,8,292,8,9,377.634,0.26675,NA,NA,1,"1 292"
120,2002,8,292,8,9,430.893,0.1031,116,30,1,"1 292"
120,2003,8,292,8,9,343.679,NA,94,26,1,"1 292"
120,2004,8,292,8,9,388.075,NA,39,18,1,"1 292"
120,2005,8,292,8,9,493.859,NA,55,21,1,"1 292"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,293,8,8,220.875,0.3266,123,37,1,"1 293"
120,1997,8,293,8,8,230.425,0.0423,175,73,1,"1 293"
120,1998,8,293,8,8,373.5,0.0269,144,44,1,"1 293"
120,1999,8,293,8,8,452.767,0.027,156,58,1,"1 293"
120,2000,8,293,8,8,357.788,0.2458,101,40,1,"1 293"
